epShort,samplingStartDate,plot,treeTagNo,scientificName,dbh_in,ht_ft,htlc_ft,cbh_ft,status,crownScorch_%,maxScorchHt_ft,minBoleChar_ft,maxBoleChar_ft,burnSeverity
PRE,20-Sep-16,19,193,Pinus ponderosa,13.6,64,43,43,L,0,,1,5,1
PRE,17-Aug-16,5,420,Pinus ponderosa,13.6,75,43,29.5,L,0,,0.5,3,1
PRE,20-Sep-16,15,153,Pinus ponderosa,13.4,57,19,10,L,0,,0,1,1
PRE,17-Aug-16,1,403,Pseudotsuga menziesii,13.4,76,20,4,L,0,,2,6,1
PRE,22-Aug-16,3,3693,Pinus ponderosa,13.2,69,24,21,L,0,,0,1,1
PRE,22-Aug-16,1,3676,Pseudotsuga menziesii,13.1,90,66,66,L,0,,0,0,1
PRE,22-Aug-16,7,123,Pinus ponderosa,13,76,41,35,L,0,,0,2,1
PRE,12-Sep-16,3,1349,Pinus ponderosa,12.8,74,37,31,L,0,,0.1,8,1
PRE,10-Sep-16,9,975,Pinus ponderosa,12.8,43,15,8,L,0,,0,0,1
PRE,10-Sep-16,9,978,Pinus ponderosa,12.6,59,18,13,L,0,,1,4,1
PRE,17-Aug-16,11,465,Larix occidentalis,12.5,81,40,40,L,0,,,,1
PRE,23-Sep-16,17,141,Pinus ponderosa,12.3,63,36,14,L,0,,3,8,1
PRE,17-Aug-16,1,405,Pseudotsuga menziesii,12.3,77,32,2.5,L,0,,0,3,1
PRE,17-Aug-16,9,430,Pseudotsuga menziesii,12,78,33,22,L,0,,0,3,1
PRE,22-Aug-16,5,113,Pinus ponderosa,11.7,72,52,52,L,0,,0,1,1
PRE,20-Sep-16,7,451,Pseudotsuga menziesii,11.4,39,,15,D,0,,0.1,2,
PRE,10-Sep-16,9,979,Pinus ponderosa,11,58,14,12,L,0,,1,2,1
PRE,17-Aug-16,1,408,Larix occidentalis,11,96,49,49,L,0,,0.1,1,1
PRE,17-Aug-16,1,406,Pinus contorta var. latifolia,10.7,78,25,4,L,0,,0.1,0.1,1
PRE,17-Aug-16,17,3658,Pinus contorta var. latifolia,10.7,74,40,28,L,0,,0.5,3,1
PRE,20-Sep-16,1,296,Pinus ponderosa,10.5,56,25,9,L,0,,0.1,4,1
PRE,20-Sep-16,1,299,Pinus ponderosa,10.4,55,20,14,L,0,,1,6,1
PRE,20-Sep-16,9,461,Larix occidentalis,10.4,59,28,24,L,0,,0.1,3,1
PRE,22-Aug-16,17,726,Pseudotsuga menziesii,10.1,51,28,28,L,0,,0,0,1
PRE,17-Aug-16,17,3654,Larix occidentalis,10,88,56,56,L,0,,0.1,0.5,1
PRE,10-Sep-16,19,1300,Pinus ponderosa,9.8,53,21,21,L,0,,0.1,0.1,1
PRE,12-Sep-16,1,1331,Pinus ponderosa,9.5,70,24,15,L,0,,0.1,1,1
PRE,22-Aug-16,2,3681,Pseudotsuga menziesii,9.5,54,15,15,L,0,,0,0,1
PRE,22-Aug-16,2,3685,Pseudotsuga menziesii,9.4,55,19,19,L,0,,0,1,1
PRE,22-Aug-16,17,716,Pseudotsuga menziesii,9.4,69,57,45,L,0,,0,0,1
PRE,22-Aug-16,5,115,Pinus ponderosa,9.3,63,34,34,L,0,,0,1,1
PRE,17-Aug-16,5,416,Pinus ponderosa,9.2,81,43,35,L,0,,0.5,4,1
PRE,17-Aug-16,7,424,Pinus ponderosa,9,62,27,6,L,0,,1,3,1
PRE,17-Aug-16,9,428,Pseudotsuga menziesii,9,64,26,5.5,L,0,,0,2,1
PRE,22-Aug-16,7,127,Pinus ponderosa,8.9,45,14,8,L,0,,0,2,1
PRE,22-Aug-16,1,3675,Pseudotsuga menziesii,8.8,58,15,6,L,0,,0,2,1
PRE,22-Aug-16,7,125,Pinus ponderosa,8.6,59,24,24,L,0,,0,1,1
PRE,10-Sep-16,19,1299,Pinus contorta var. latifolia,8.4,43,32,23,L,0,,0.1,1,1
PRE,17-Aug-16,9,429,Pseudotsuga menziesii,8.4,67,29,27,L,0,,0,4,1
PRE,22-Aug-16,2,3682,Pseudotsuga menziesii,8.3,46,15,6,L,0,,4,5,1
PRE,22-Aug-16,7,126,Pinus ponderosa,8.3,64,35,35,L,0,,0,1,1
PRE,17-Aug-16,7,422,Pinus ponderosa,8.2,64,16,8.5,L,0,,0,3,1
PRE,23-Sep-16,1,517,Pinus ponderosa,8,51,19,3,L,0,,0,2.5,1
PRE,17-Aug-16,19,3664,Pinus ponderosa,8,35,15,5,L,0,,0,0.5,1
PRE,22-Aug-16,11,705,Pinus ponderosa,8,46,29,17,L,0,,0,1,1
PRE,22-Aug-16,17,722,Pinus ponderosa,8,40,23,23,L,0,,0,1,1
PRE,10-Sep-16,15,3599,Pinus ponderosa,7.9,45,18,18,L,0,,0.1,7,1
PRE,17-Aug-16,1,402,Pinus ponderosa,7.9,67,28,19,L,0,,0.1,2,1
PRE,20-Sep-16,9,458,Larix occidentalis,7.8,59,32,28,L,0,,0.1,1,1
PRE,10-Sep-16,15,3584,Pinus ponderosa,7.6,37,12,9,L,0,,0,2,1
PRE,22-Aug-16,3,3689,Pinus ponderosa,7.6,59,28,28,L,0,,1,2,1
PRE,22-Aug-16,5,101,Pinus ponderosa,7.5,65,36,36,L,0,,0,1,1
PRE,22-Aug-16,7,132,Pinus ponderosa,7.5,46,20,9,L,0,,0,1,1
PRE,17-Aug-16,15,497,Larix occidentalis,7.4,71,18,18,L,0,,0.5,2,1
PRE,20-Sep-16,7,433,Pinus ponderosa,7.2,28,,10,D,0,,,,
PRE,20-Sep-16,9,454,Pseudotsuga menziesii,7.2,36,11,2,L,0,,0,0.1,1
PRE,22-Aug-16,7,129,Pinus ponderosa,7.2,54,38,38,L,0,,1,4,1
PRE,23-Sep-16,1,515,Pinus ponderosa,7.1,49,23,3,L,0,,0.5,2,1
PRE,22-Aug-16,1,3673,Pseudotsuga menziesii,7,40,8,8,L,0,,0,0,1
PRE,23-Sep-16,3,509,Pinus ponderosa,6.8,28,10,3,L,0,,2,5.5,1
PRE,22-Aug-16,5,3700,Pinus ponderosa,6.8,56,27,27,L,0,,0.1,2,1
PRE,10-Sep-16,15,1201,Pinus ponderosa,6.7,35,19,17,L,0,,0,4,1
PRE,22-Aug-16,5,103,Pinus ponderosa,6.7,62,25,25,L,0,,0,2,1
PRE,22-Aug-16,5,102,Pinus ponderosa,6.7,64,27,27,L,0,,0,2,1
PRE,22-Aug-16,17,718,Pseudotsuga menziesii,6.7,40,18,18,L,0,,0,1,1
PRE,23-Sep-16,1,513,Pinus ponderosa,6.4,33,22,3,L,0,,0.5,5.5,1
PRE,10-Sep-16,9,976,Pinus ponderosa,6.3,40,13,7,L,0,,0,0,1
PRE,22-Aug-16,5,104,Pinus ponderosa,6.3,41,22,22,L,0,,0.1,4,1
PRE,22-Aug-16,17,721,Pinus ponderosa,6.3,39,12,12,L,0,,0,0,1
PRE,20-Sep-16,1,401,Pinus ponderosa,6.2,44,17,4,L,0,,3,7,1
PRE,17-Aug-16,7,426,Pinus ponderosa,6.1,52,29,5,L,0,,0,6,1
PRE,17-Aug-16,11,460,Larix occidentalis,5.9,58,,29,D,0,,,,
PRE,23-Sep-16,1,522,Pinus ponderosa,5.6,37,11,5,L,0,,0,3,1
PRE,22-Aug-16,5,112,Pinus ponderosa,5.6,45,27,27,L,0,,0,1,1
PRE,17-Aug-16,11,441,Pseudotsuga menziesii,5.3,37,13,3,L,0,,,,1
PRE,20-Sep-16,13,2459,Pinus ponderosa,5.1,39,27,9,L,0,,0.1,3,1
PRE,20-Sep-16,19,181,Pseudotsuga menziesii,5.1,35,9,1,L,0,,0.1,6,1
PRE,17-Aug-16,11,432,Larix occidentalis,5.1,42,15,15,L,0,,,,1
PRE,17-Aug-16,11,434,Pseudotsuga menziesii,5.1,36,14,6,L,0,,,,1
PRE,20-Sep-16,9,455,Pinus ponderosa,5,28,16,6,L,0,,,,1
PRE,17-Aug-16,11,437,Larix occidentalis,5,45,17,17,L,0,,,,1
PRE,20-Sep-16,9,452,Larix occidentalis,4.9,13,,3,D,0,,,,
PRE,12-Sep-16,15,86,Abies grandis,4.9,42,8,5,L,0,,0,0,1
PRE,17-Aug-16,7,425,Pinus ponderosa,4.6,48,21,6.5,L,0,,0.1,7,1
PRE,20-Sep-16,15,157,Pinus ponderosa,4.4,22,11,4,L,0,,0,0,1
PRE,20-Sep-16,1,300,Pinus ponderosa,4.3,24,13,13,L,0,,,,1
PRE,10-Sep-16,15,3581,Pinus ponderosa,4.3,23,12,11,L,0,,0,2,1
PRE,17-Aug-16,11,459,Pseudotsuga menziesii,4.1,26,8.5,4,L,0,,,,1
PRE,20-Sep-16,9,456,Pinus ponderosa,3.7,22,12,3,L,0,,,,1
PRE,20-Sep-16,1,295,Pinus ponderosa,3.6,24,10,10,L,0,,0.1,4,1
PRE,12-Sep-16,15,85,Abies grandis,3.5,29,14,11,L,0,,0,0,1
PRE,20-Sep-16,15,160,Pseudotsuga menziesii,3.4,22,15,12,L,0,,0.1,0.1,1
PRE,20-Sep-16,7,434,Pseudotsuga menziesii,3.3,26,9,1,L,0,,0.1,3,1
PRE,20-Sep-16,7,435,Pseudotsuga menziesii,2.5,20,11,1,L,0,,0,1,1
PRE,12-Sep-16,15,84,Abies grandis,2.4,22,10,9,L,0,,0,0,1
PRE,17-Aug-16,11,433,Pseudotsuga menziesii,2.2,17,5,2,L,0,,,,1
PRE,17-Aug-16,11,461,Pseudotsuga menziesii,2.2,16,11,3.5,L,0,,,,1
PRE,10-Sep-16,9,974,Pinus contorta var. latifolia,2.1,12,3,2,L,0,,0,0,1
PRE,17-Aug-16,11,464,Pseudotsuga menziesii,2,15,12,4,L,0,,,,1
PRE,10-Sep-16,13,3362,Pinus contorta var. latifolia,1.8,10,2,2,L,0,,0,0,1
PRE,17-Aug-16,11,447,Pseudotsuga menziesii,1.8,10.2,2,1,L,0,,,,1
PRE,12-Sep-16,15,83,Abies grandis,1.7,15,7,5,L,0,,0,0.1,1
PRE,12-Sep-16,15,87,Pseudotsuga menziesii,1.7,12,6,4,L,0,,0,0,1
PRE,10-Sep-16,15,1205,Pinus ponderosa,1.6,13,12,11,L,0,,0.1,2,1
PRE,17-Aug-16,13,489,Pseudotsuga menziesii,1.6,10,2.5,2,L,0,,,,1
PRE,10-Sep-16,15,3585,Pinus ponderosa,1.5,10,8,7,L,0,,0.1,1,1
PRE,10-Sep-16,17,1233,Pinus contorta var. latifolia,1.5,11,1,1,L,0,,0,0,1
PRE,10-Sep-16,17,1232,Pinus contorta var. latifolia,1.4,11,3,1,L,0,,0,0,1
PRE,10-Sep-16,19,1265,Pinus contorta var. latifolia,1.4,10,1,1,L,0,,0,0,1
PRE,17-Aug-16,13,474,Pseudotsuga menziesii,1.4,10,4,2,L,0,,,,1
PRE,17-Aug-16,15,495,Pseudotsuga menziesii,1.4,9,4,2.5,L,0,,,,1
PRE,10-Sep-16,15,3588,Pinus ponderosa,1.3,9,6,6,L,0,,0.1,1,1
PRE,17-Aug-16,11,462,Pseudotsuga menziesii,1.3,12,4,4,L,0,,,,1
PRE,10-Sep-16,13,3557,Pinus contorta var. latifolia,1.2,9,0,0,L,0,,0,0,1
PRE,10-Sep-16,19,1269,Pinus contorta var. latifolia,1.2,8,1,1,L,0,,0,0,1
PRE,17-Aug-16,11,439,Pseudotsuga menziesii,1.1,12,6,1,L,0,,,,1
PRE,17-Aug-16,17,3653,Pseudotsuga menziesii,1.1,8,5.5,3.5,L,0,,0.1,0.5,1
PRE,12-Sep-16,15,88,Pseudotsuga menziesii,1,9,7,6,L,0,,0,0,1
PRE,10-Sep-16,13,3363,Pinus contorta var. latifolia,1,7,3,1,L,0,,0,0,1
PRE,10-Sep-16,13,3558,Pinus contorta var. latifolia,1,8,2,2,L,0,,0,0,1
PRE,10-Sep-16,15,3586,Pinus ponderosa,1,7,,,D,0,,0.1,1,1
PRE,10-Sep-16,19,1263,Pinus contorta var. latifolia,1,9,2,1,L,0,,0,0,1
PRE,17-Aug-16,11,454,Pinus contorta var. latifolia,1,8.3,3.5,3.5,L,0,,,,1
PRE,17-Aug-16,11,436,Pseudotsuga menziesii,1,8.1,6,5,L,0,,,,1
PRE,17-Aug-16,13,490,Larix occidentalis,1,9.8,3,2.5,L,0,,,,1
PRE,17-Aug-16,13,467,Pseudotsuga menziesii,1,9,3,3,L,0,,0,0.1,1
PRE,10-Sep-16,15,3587,Pinus ponderosa,0.9,8,6,5,L,0,,0.1,1,1
PRE,10-Sep-16,17,1229,Pinus contorta var. latifolia,0.9,9,2,1,L,0,,0,0,1
PRE,10-Sep-16,19,1264,Pinus contorta var. latifolia,0.9,8,1,1,L,0,,0,0,1
PRE,10-Sep-16,19,1249,Pinus contorta var. latifolia,0.9,9,2,1,L,0,,0,0,1
PRE,10-Sep-16,19,1309,Pinus contorta var. latifolia,0.9,7,3,1,L,0,,0,0,1
PRE,17-Aug-16,11,452,Pseudotsuga menziesii,0.9,7.5,1.5,1.5,L,0,,,,1
PRE,20-Sep-16,7,450,Pseudotsuga menziesii,0.8,7,2,1,L,0,,,,1
PRE,10-Sep-16,7,960,Pinus contorta var. latifolia,0.8,5,3,0,L,0,,0,0,1
PRE,10-Sep-16,7,961,Pinus contorta var. latifolia,0.8,5,3,1,L,0,,0,0,1
PRE,10-Sep-16,13,3360,Pinus contorta var. latifolia,0.8,6,1,1,L,0,,0,0,1
PRE,10-Sep-16,17,1235,Pinus contorta var. latifolia,0.8,7,1,1,L,0,,0,0,1
PRE,10-Sep-16,19,1253,Pinus contorta var. latifolia,0.8,8,1,1,L,0,,0.1,0.1,1
PRE,10-Sep-16,19,1289,Pinus contorta var. latifolia,0.8,7,2,1,L,0,,0,0,1
PRE,23-Sep-16,19,149,Salix spp.,0.7,9,4,4,L,0,,1,1.5,1
PRE,12-Sep-16,15,93,Pseudotsuga menziesii,0.7,8,5,3,L,0,,0,0,1
PRE,10-Sep-16,13,3361,Pinus contorta var. latifolia,0.7,5,1,1,L,0,,0,0,1
PRE,10-Sep-16,19,1244,Pinus contorta var. latifolia,0.7,7,1,1,L,0,,0,0,1
PRE,10-Sep-16,19,1260,Pinus contorta var. latifolia,0.7,7,3,1,L,0,,0,0,1
PRE,10-Sep-16,19,1290,Pinus contorta var. latifolia,0.7,7,1,1,L,0,,0,0,1
PRE,17-Aug-16,11,443,Pseudotsuga menziesii,0.7,6.9,3.5,2.5,L,0,,,,1
PRE,17-Aug-16,11,455,Pseudotsuga menziesii,0.7,6.9,3,2,L,0,,,,1
PRE,17-Aug-16,13,487,Pseudotsuga menziesii,0.7,7.9,3,2,L,0,,,,1
PRE,12-Sep-16,15,90,Abies grandis,0.6,6,5,4,L,0,,0,0,1
PRE,12-Sep-16,15,89,Pseudotsuga menziesii,0.6,7,5,5,L,0,,0,0,1
PRE,10-Sep-16,17,1234,Pinus contorta var. latifolia,0.6,7,1,1,L,0,,0,0,1
PRE,10-Sep-16,19,1245,Pinus contorta var. latifolia,0.6,8,1,1,L,0,,0,0,1
PRE,10-Sep-16,19,1261,Pinus contorta var. latifolia,0.6,7,2,1,L,0,,0,0,1
PRE,10-Sep-16,19,1254,Pinus contorta var. latifolia,0.6,7,2,1,L,0,,0.1,0.1,1
PRE,10-Sep-16,19,1288,Pinus contorta var. latifolia,0.6,6,2,1,L,0,,0,0,1
PRE,10-Sep-16,19,1287,Pinus contorta var. latifolia,0.6,6,1,1,L,0,,0,0,1
PRE,10-Sep-16,19,1276,Pinus contorta var. latifolia,0.6,7,3,1,L,0,,0,0,1
PRE,10-Sep-16,19,1274,Pinus contorta var. latifolia,0.6,7,2,1,L,0,,0,0,1
PRE,10-Sep-16,19,1303,Pinus contorta var. latifolia,0.6,7,1,1,L,0,,0,0,1
PRE,20-Sep-16,17,178,Pinus ponderosa,0.5,5,3,1,L,0,,0,0,1
PRE,10-Sep-16,7,956,Pinus contorta var. latifolia,0.5,5,2,1,L,0,,0,0,1
PRE,10-Sep-16,13,3366,Pinus ponderosa,0.5,6,4,2,L,0,,0,0,1
PRE,10-Sep-16,17,1230,Pinus contorta var. latifolia,0.5,7,5,1,L,0,,0,0,1
PRE,10-Sep-16,17,1231,Pinus contorta var. latifolia,0.5,9,3,0,L,0,,0,0,1
PRE,10-Sep-16,19,1304,Pinus contorta var. latifolia,0.5,6,2,1,L,0,,0,0,1
PRE,10-Sep-16,19,1268,Pinus contorta var. latifolia,0.5,6,2,1,L,0,,0,0,1
PRE,10-Sep-16,19,1275,Pinus contorta var. latifolia,0.5,6,1,1,L,0,,0,0,1
PRE,10-Sep-16,19,1286,Pinus contorta var. latifolia,0.5,5,2,1,L,0,,0,0,1
PRE,10-Sep-16,19,1306,Pinus contorta var. latifolia,0.5,7,1,1,L,0,,0,0,1
PRE,10-Sep-16,19,1305,Pinus contorta var. latifolia,0.5,6,2,1,L,0,,0,0,1
PRE,10-Sep-16,19,1283,Pinus contorta var. latifolia,0.5,6,2,1,L,0,,0,0,1
PRE,10-Sep-16,19,1255,Pinus ponderosa,0.5,6,1,1,L,0,,0.1,0.1,1
PRE,10-Sep-16,19,1246,Pseudotsuga menziesii,0.5,7,1,1,L,0,,0,0,1
PRE,17-Aug-16,11,456,Pseudotsuga menziesii,0.5,5.9,1.5,1,L,0,,,,1
PRE,17-Aug-16,13,488,Pseudotsuga menziesii,0.5,6.9,3,2.5,L,0,,,,1
PRE,17-Aug-16,13,493,Pseudotsuga menziesii,0.5,6,3,2.5,L,0,,,,1
PRE,23-Sep-16,9,546,Salix spp.,0.4,7,4,4,L,0,,0,0,1
PRE,10-Sep-16,7,957,Pinus contorta var. latifolia,0.4,6,2,1,L,0,,0,0,1
PRE,10-Sep-16,13,3559,Pinus contorta var. latifolia,0.4,6,3,2,L,0,,0,0,1
PRE,10-Sep-16,13,3364,Pinus ponderosa,0.4,5,4,3,L,0,,0,0,1
PRE,10-Sep-16,13,3367,Pinus ponderosa,0.4,6,4,2,L,0,,0,0,1
PRE,10-Sep-16,13,3365,Pinus ponderosa,0.4,6,2,1,L,0,,0,0,1
PRE,10-Sep-16,19,1258,Pinus contorta var. latifolia,0.4,6,2,1,L,0,,0,0,1
PRE,17-Aug-16,11,444,Pseudotsuga menziesii,0.4,5.8,2.5,1,L,0,,,,1
PRE,17-Aug-16,11,457,Pseudotsuga menziesii,0.4,5.8,1.5,1.5,L,0,,,,1
PRE,17-Aug-16,13,484,Pseudotsuga menziesii,0.4,5.9,2.5,1,L,0,,,,1
PRE,10-Sep-16,13,3568,Pinus contorta var. latifolia,0.3,5,1,1,L,0,,0,0,1
PRE,10-Sep-16,13,3569,Pinus ponderosa,0.3,5,3,1,L,0,,0,0,1
PRE,10-Sep-16,19,1248,Pinus contorta var. latifolia,0.3,5,2,1,L,0,,0,0,1
PRE,10-Sep-16,19,1271,Pinus contorta var. latifolia,0.3,6,2,2,L,0,,0,0,1
PRE,10-Sep-16,19,1270,Pinus contorta var. latifolia,0.3,6,2,2,L,0,,0,0,1
PRE,10-Sep-16,19,1291,Pinus contorta var. latifolia,0.3,5,1,1,L,0,,0,0,1
PRE,10-Sep-16,19,1251,Pinus ponderosa,0.3,5,1,1,L,0,,0,0.1,1
PRE,10-Sep-16,19,1266,Pseudotsuga menziesii,0.3,6,2,1,L,0,,0,0,1
PRE,17-Aug-16,11,451,Pseudotsuga menziesii,0.3,4.8,2.5,1,L,0,,,,1
PRE,17-Aug-16,13,485,Larix occidentalis,0.3,6.6,1.5,1,L,0,,,,1
PRE,17-Aug-16,13,466,Pseudotsuga menziesii,0.3,5,1.5,1.5,L,0,,,,1
PRE,17-Aug-16,15,494,Pseudotsuga menziesii,0.3,5.2,2.5,1.5,L,0,,,,1
PRE,17-Aug-16,11,450,Pseudotsuga menziesii,0.2,4.9,2,1.5,L,0,,,,1
PRE,17-Aug-16,11,449,Pseudotsuga menziesii,0.2,4.6,2,2,L,0,,,,1
PRE,17-Aug-16,13,486,Pseudotsuga menziesii,0.2,5.8,2,1.5,L,0,,,,1
PRE,17-Aug-16,13,479,Pseudotsuga menziesii,0.2,4.8,2,2,L,0,,,,1
PRE,17-Aug-16,7,421,Pinus ponderosa,30.7,61,,,D,,,0,5,
PRE,10-Sep-16,13,3575,Pinus contorta var. latifolia,19,90,34,10,L,,,,,
PRE,23-Sep-16,5,531,Pseudotsuga menziesii,18.3,8,,,D,,,0,0,
PRE,22-Aug-16,5,3698,Pinus ponderosa,17.1,15,,,D,,,0,0,1
PRE,23-Sep-16,7,539,Pinus ponderosa,14.5,12,,,D,,,0.5,8,
PRE,22-Aug-16,7,122,Pinus ponderosa,14.3,9,,,D,,,0,1,
PRE,22-Aug-16,7,121,Pinus ponderosa,13.9,33,,29,D,,,0,0,
PRE,17-Aug-16,5,418,Pinus ponderosa,12.5,71,,26,D,,,0.1,5,
PRE,22-Aug-16,9,140,Pinus ponderosa,12.5,18,,,D,,,0,3,
PRE,20-Sep-16,11,496,Larix occidentalis,11.5,32,,26,D,,,8,16,
PRE,20-Sep-16,11,2425,Larix occidentalis,10.2,74,,6,D,,,11,12,
PRE,20-Sep-16,11,2430,Larix occidentalis,10.2,68,,,D,,,,,
PRE,17-Aug-16,15,499,Pseudotsuga menziesii,9.7,39,,2.5,D,,,2,4.5,
PRE,22-Aug-16,11,701,Pinus ponderosa,9.7,6,,,D,,,,,
PRE,22-Aug-16,7,124,Pinus ponderosa,8,12,,,D,,,0,2,
PRE,22-Aug-16,11,704,Pseudotsuga menziesii,8,39,,9,D,,,0,6,
PRE,20-Sep-16,11,2438,Larix occidentalis,7.9,18,,,D,,,3,10,
PRE,17-Aug-16,17,3655,Pinus ponderosa,7.7,51,,24,D,,,0.1,1.5,
PRE,17-Aug-16,5,419,Pinus ponderosa,7.3,52,,42,D,,,0.1,6,
PRE,22-Aug-16,5,110,Pinus ponderosa,7.2,34,,,D,,,,,
PRE,22-Aug-16,17,720,Pinus ponderosa,6.8,8,,,D,,,0,0,
PRE,17-Aug-16,19,3659,Pseudotsuga menziesii,6.3,26,,1,D,,,,,
PRE,22-Aug-16,7,120,Pinus ponderosa,6.3,17,,,D,,,0,1,
PRE,12-Sep-16,5,26,Pinus ponderosa,5.9,31,,21,D,,,5,13,
PRE,22-Aug-16,9,136,Pinus ponderosa,5.6,10,,,D,,,0,1,
PRE,17-Aug-16,5,417,Pinus contorta var. latifolia,5.5,19,,6,D,,,1,5,
PRE,22-Aug-16,5,111,Pinus ponderosa,5.5,21,,,D,,,0,1,1
PRE,17-Aug-16,11,438,Larix occidentalis,5.3,9.5,,,D,,,,,
PRE,22-Aug-16,17,723,Pinus ponderosa,5,8,,,D,,,0,4,
PRE,10-Sep-16,7,935,Pinus ponderosa,4.8,40,,,D,,,3,7,
PRE,20-Sep-16,11,2419,Larix occidentalis,4.7,18,,6,D,,18,3,6,3
PRE,20-Sep-16,13,2468,Pseudotsuga menziesii,4.5,8,,1,D,,,0.1,1,
PRE,17-Aug-16,17,3651,Pinus ponderosa,4.4,19,,7,D,,,,,
PRE,17-Aug-16,11,458,Pseudotsuga menziesii,4.3,21,,4,D,,,,,
PRE,17-Aug-16,11,440,Larix occidentalis,4.1,34,,20,D,,,,,
PRE,23-Sep-16,1,516,Pinus ponderosa,3.7,17,,7,D,,,0.5,1.5,
PRE,20-Sep-16,11,489,Pseudotsuga menziesii,3.2,30,,8,D,,,5,10,
PRE,17-Aug-16,11,435,Larix occidentalis,3.2,41,,29,D,,,,,
PRE,20-Sep-16,9,473,Pseudotsuga menziesii,3.1,31,,4,D,,,0.1,4,
PRE,17-Aug-16,13,492,Pseudotsuga menziesii,3,18,,4,D,,,1,3,
PRE,10-Sep-16,15,3591,Pinus ponderosa,2.8,18,,,D,,,0.1,1,
PRE,10-Sep-16,9,973,Pinus ponderosa,2.2,11,,,D,,,0,0,
PRE,10-Sep-16,15,3590,Pinus ponderosa,2.2,18,,,D,,,0.1,2,
PRE,20-Sep-16,13,2478,Pinus ponderosa,1.8,12,,5,D,,,4,5,
PRE,17-Aug-16,17,3657,Pseudotsuga menziesii,1.8,20,,4,D,,,0.1,0.1,
PRE,20-Sep-16,11,2442,Pseudotsuga menziesii,1.7,15,,9,D,,,2,6,
PRE,17-Aug-16,11,463,Pseudotsuga menziesii,1.6,10,,3,D,,,,,
PRE,10-Sep-16,11,983,Pinus ponderosa,1.4,11,,1,D,,,0.1,2,
PRE,10-Sep-16,15,1209,Pinus ponderosa,1.2,6,,,D,,,0.1,0.1,
PRE,10-Sep-16,9,972,Pseudotsuga menziesii,0.7,6,1,1,L,,,,,
PRE,10-Sep-16,11,993,Pinus ponderosa,0.6,6,,1,D,,,3,3,
PRE,10-Sep-16,17,1223,Unknown species,0.4,5,,,D,,,0.1,0.1,
PRE,10-Sep-16,19,1308,Pinus contorta var. latifolia,0.4,5,,,D,,,0,0,
PRE,23-Sep-16,5,532,Salix spp.,0.3,7,,,D,,,0,0,
